,CID,f1_mass_PC1,f2_lipophilicity_PC1,f3_lipophilicity_extended_PC1,f3_lipophilicity_extended_PC2,f3_lipophilicity_extended_PC3,f3_lipophilicity_extended_PC4,f4_volume_PC1,f5_volume_PC1,f6_volume_PC1,f7_surface_shape_Mor_PC1,f7_surface_shape_Mor_PC2,f7_surface_shape_Mor_PC3,f7_surface_shape_Mor_PC4,f7_surface_shape_Mor_PC5,f7_surface_shape_Mor_PC6,f7_surface_shape_Mor_PC7,f8_surface_shape_RDF_PC1,f8_surface_shape_RDF_PC2,f8_surface_shape_RDF_PC3,f8_surface_shape_RDF_PC4,f8_surface_shape_RDF_PC5,f8_surface_shape_RDF_PC6,f8_surface_shape_RDF_PC7,f8_surface_shape_RDF_PC8,f9_whim_PC1,f9_whim_PC2,f9_whim_PC3,f9_whim_PC4,f10_geometry_topology_PC1,f10_geometry_topology_PC2,f10_geometry_topology_PC3,f10_geometry_topology_PC4,f10_geometry_topology_PC5,f10_geometry_topology_PC6,f10_geometry_topology_PC7,f10_geometry_topology_PC8,f11_spatial_autocorrelation_PC1,f11_spatial_autocorrelation_PC2,f11_spatial_autocorrelation_PC3,f11_spatial_autocorrelation_PC4,f11_spatial_autocorrelation_PC5,f11_spatial_autocorrelation_PC6,f11_spatial_autocorrelation_PC7,f11_spatial_autocorrelation_PC8,f12_polarity_PC1,f13_p_vsa_logp_PC1,f13_p_vsa_logp_PC2,f13_p_vsa_logp_PC3,f13_p_vsa_logp_PC4,f13_p_vsa_logp_PC5,f14_spdiam_PC1,f14_spdiam_PC2,f14_spdiam_PC3,f14_spdiam_PC4
0,179,-2.2862301056688086,-3.199504368182656,-4.752107860182989,0.27268179577011076,-1.4954692410649573,-0.0439732785729387,-2.3308953676602107,-2.267295820685302,-2.3496777631105927,8.84608626832192,-9.578540829263178,-5.365176518257428,5.427897918939954,-0.23343931743440838,-0.7224258587932917,-2.817937926621616,-12.851814428838598,1.0573638381965251,-0.5303279255453076,-0.13965109797953096,0.2512351467605897,0.2502929070859206,0.8543251816318034,-0.6166177899411458,-2.594450366585835,-1.3626999071711876,-0.19614133138740097,0.1675039302132169,-25.49786639848688,-1.4517658873239774,-1.236187624819765,6.967604281653019,-6.581874984891026,9.916550369911791,7.704003897252205,1.4808560932648214,-6.391473777966804,0.7647606221537375,7.783476615286854,-5.205000994183032,-0.8906631712621785,-0.6018323989164753,-1.0869374190484913,-4.094291677094099,-3.2660099755732617,-1.7091085175148122,-0.6514716165785421,-1.76984900606906,0.04236344040617618,-0.5855598962955074,-2.207576332116123,-1.116572101726451,-1.0309907683767638,0.22414970723066555
1,240,-1.7852539650181038,-0.9058345082311758,-2.048199827227944,-0.17344190809439866,-0.012213186945714966,0.07350138204098289,-1.9400705593424952,-1.9745373282945193,-1.8704566995284335,15.515095251799032,-2.814353879298705,0.5623134175131809,2.7444464281607432,-3.5610972184719927,0.22876152363565827,0.9095108915685347,-13.792121485380664,1.3018598518581361,-0.9263291929148721,0.2341664651723157,-0.0952226548979356,1.015728131537917,0.5525724054786462,-1.4932607952135766,-2.579790003686892,-0.8806238614404271,-1.528350719629467,0.040428370093103454,-19.648403325131312,4.950485450036921,-2.530613561379505,-4.096229338507199,-3.0364737847563776,0.8705775726674021,-0.6533408423418188,1.5162813114972378,-2.5794852890562137,-5.328197776033425,0.8198792366116886,-2.244802532688712,-8.271056425626089,0.5909514254607721,1.4497115193237886,-1.394345370417429,1.3117063082147797,-2.234276179682803,0.14819732442059877,-1.8273108712424422,0.561739106072696,-0.32401532018084156,-1.4786883848982304,-0.8736869638288476,-0.9653213773999191,-0.3317663197998376
2,244,-1.7290645255892072,-1.110482746362185,-2.4983955260528634,-0.26260116082648566,-0.14300344937070045,0.13543242811169523,-1.8071310806735874,-1.909752548754564,-1.7267994182384463,16.197014400249437,-1.7690806178637515,0.7673296977429364,0.7633898573383329,-3.9877322328771045,-0.2981560097908195,1.0194486880740403,-11.830932836614322,0.851969755673247,-0.5966032367110783,0.04069082938071149,-0.19826052513198747,0.5017762446751468,0.5442274071175373,1.428183820200703,-2.2516643992934373,-0.9579085015759766,-0.7511094666035868,0.06162052197563355,-23.412682646100755,-4.238435994780745,2.2076646672732463,5.760757529502394,-3.110267082445942,3.0177472453439225,-1.0179153990891157,7.090840599644646,-4.436890490670828,-3.0310839699142424,2.210867071555527,-2.8158156374303953,-3.4294437392995665,1.235383035606457,3.112599506085707,-1.2064396754533337,0.11062233276544138,-2.565264701460301,-2.7240889691795296,-0.667275180408342,0.5410622867151618,-0.3920527268349674,-1.4786883848982304,-0.8736869638288476,-0.9653213773999191,-0.3317663197998376
3,323,-0.67203546702581,-0.3355787435515092,-1.273645935504104,-0.44025534943018063,0.0691045331223997,0.09918949879690049,-1.3559907179751713,-1.2778555513478012,-1.13036273614643,17.418083223567805,2.575240218942106,0.83389900134813,3.0850797687617293,-2.7608790991015004,2.4832917191442996,2.9622615441311724,-11.682689367055236,0.07023773527855898,-0.21134891804261463,-0.3036117923467581,0.7987461864863257,1.046121286706889,0.9923168664363934,-3.0143442558584113,-2.0573021206034587,-0.5189450550786688,-1.6741944153061887,-0.03758323254048685,-15.565215896657538,1.9640455501778695,-0.21053704632118597,-0.6899171772974272,-0.6344200127184065,-0.19111098551536093,-0.060119610987779175,-0.9342203296858741,-1.5648348546854498,-4.2670438938892365,-2.042510549413283,-0.14317486924717174,-4.4084145504911,1.8594305986787822,-1.0121748779159654,3.623191203600665,2.7847338252752865,-2.980041624301761,0.10513089139341045,0.35229247130991526,0.25334178040054567,-0.2579518474353592,0.14513058851287217,-0.46855370729306234,-1.0859647969574204,-0.5305839576523762
4,326,-0.6144551998882777,0.1909880714147953,0.08253061819034681,-0.15312606091484413,0.15694967887866476,0.00897923844836643,-0.6330670138504672,-0.7009274577931225,-0.6217014707059813,9.466825905229399,0.8705896691557395,0.8576536656868814,0.24355543048764947,-3.2606012291043616,1.3438639847045208,0.8859281014972601,-6.5331584004827885,-0.8719004090402173,0.376007331950769,-0.03088539593608414,-0.2602023283418193,0.6407502729717588,-0.6143263950644863,-2.131203440681123,-0.9986258313596902,-0.5291598581161674,0.4599172521689861,0.060722513540249094,-8.11494912612652,-3.7804904672607385,1.2068059459127267,1.2409373572180504,0.34890108048251756,1.7109668070143833,1.7918770550519598,1.4047493336981742,-0.2699740477223146,0.6354695412242466,-4.43284071121396,-3.0819981798940814,-0.3935543121864037,-5.7450267231163235,0.9005516710184568,1.403788517732033,0.8358051103952305,-1.5408027952902732,0.38034485971356363,-1.25047120250532,0.003373675773750157,0.33206953471022604,-0.10428079174389569,-0.19931184466248428,-0.7166116199176785,-0.2277277462813889
5,454,-1.1702299522592425,0.5565955979634524,0.45891428720270727,-0.5624263351067122,0.0853309830238792,0.0201122079033086,-0.7697307963290269,-0.7848531949244282,-0.8798484258893171,-4.6238674238259305,-7.3024980949412965,7.589645618479503,3.6014301167201173,-1.234702427900216,1.4371027618665602,0.7546000147329167,-6.626392843475081,2.0039946906770867,-0.3927696995184876,0.45482332563644784,-1.1163806981637738,-1.6215077208450153,-1.9235096036029304,0.06380731732889044,-1.8157700815250941,0.6723764805096234,0.2390716638250424,-0.005004504031022432,-7.147703348001237,5.418730544703048,-3.2962871069737387,-5.748292096445328,0.08013219352638516,-0.2899396046721566,2.958753118272687,-5.1907468326615085,4.614720504647259,1.6081740105486453,2.0312904882312406,-2.1164402688494146,-1.0829640134552525,-1.0425708622752137,0.21251079368656653,0.9080738571785789,-0.591898483063417,0.9107362585155745,0.9244196881095462,-1.3726695309265728,0.2239754722366034,-0.4496026844764558,-2.724672918367156,-0.1800247667072242,0.26197457554627307,-0.02342228124157866
6,798,-1.4784373724929913,-0.8311034100372677,-1.5298310055786102,0.19538703295140278,0.12178022387317786,-0.03753551487879547,-1.7131151186494533,-2.0665611628683194,-1.5141757381507985,16.852709024130572,-1.2419861092998317,2.521827740107127,2.9558145531947675,-10.09000679336433,-0.9054847436056527,1.0187578421843209,-13.046151965721554,0.8048685159529219,-0.4285282524087159,-0.15295277659073242,0.4322866336452062,0.6799559220124491,0.7994857944318408,-2.449559983691846,-2.285238355009532,-0.7391782562823086,-1.6486295689548178,-0.02729099032100774,-15.96904859429486,5.627607483252515,-6.314853373966836,-7.415640669075106,-3.6484901226796556,0.2830580240753293,-1.8192836182508483,2.7064955686021963,-6.7953072805423425,-3.5499752115134555,3.648656943837654,-2.6979160467288743,0.3327624309118832,-0.7752571243288272,3.29041295894647,0.48936637009152456,3.645888373710661,-2.957296366681948,-1.1175343247496188,0.9104647212245759,-0.3198993338805018,-1.1494242936427355,0.0656479186273994,-3.312305583939769,0.8999959337272238,-0.3623152015106936
7,957,-1.1140405128303468,0.7233034323960161,0.6775189214328187,-0.7177774424540568,0.047724563069029086,0.014546773534774309,-0.6367913176601192,-0.7200684153844731,-0.7361911445993299,-5.3951820399970885,-6.251983602300589,8.655960494956078,4.22061075127375,-2.7794684993079257,-0.07142623903089722,-1.475368727934152,-2.900998508821843,4.558158278742244,-0.9477749633621814,1.4052987500062224,-0.4003455487484516,-3.6240922342061883,-4.579369049361794,1.3434612075159658,-1.5334936633454639,0.9631754475923784,0.36543901967962045,-0.06747793827889748,-3.544793249731713,9.459566726986388,-5.233280022666633,-7.475186274110131,-1.6087177535331758,-0.032212976082944905,0.2752007951211516,-4.0628786633736125,3.792447181485454,2.8918073791584464,2.8712783136834217,-2.4905036114891326,0.503091265044661,1.283885974524668,1.5780560308845604,0.1846763937484296,-1.2490953752904108,0.5797651447173972,-1.9478442418037414,-0.21263759209282732,0.20327525964910376,-0.5176584425637549,-2.724672918367156,-0.1800247667072242,0.26197457554627307,-0.02342228124157866
8,1183,-0.5048579764477571,-1.8796382031579444,-3.019257940886297,0.3645008936754822,-0.24232167304443578,-0.14161371232246492,-1.1413890655287793,-1.1185929683120779,-1.0643948764269289,18.29606365030219,2.554384976626473,-0.5917933230461662,3.463678665288646,-1.2564865502767828,1.7608336130537139,-2.37707652378952,-9.63127328088867,-0.17425115415863474,-0.4688661218091941,0.13351792283706454,-0.19299024935675177,1.6758687393192198,0.1064161107160805,2.0803183808617174,-0.96778369722144,-0.8988625950519609,-2.3341308885138647,-0.4303794208351904,-16.360402896920437,-4.896333994013372,7.584903824184445,2.514011672503965,6.252072051890099,-8.155950504856705,-8.716942787602896,2.1214682865095953,-4.148102356396175,-3.8764327717399727,-1.343614913286214,0.05510394732173662,-1.4972451826456508,1.649763700490547,0.22074472007463516,0.8647795267279229,-0.18398317064666048,-2.711606361290615,3.0129054354308953,-0.8631761787789805,0.70336945235828,0.5796211420016031,0.005510400929256183,-0.374346161583416,-0.9515096258978385,-0.2905496494252982
9,2345,1.1669169293327737,1.100408050974505,1.6238285537993755,-0.6510099788903778,-0.040505924024089174,-0.03151641234974421,0.5564392882809645,0.44777539458010235,0.6633088215160317,17.15772313337903,14.091065175329545,6.975314014914083,-3.482703491072275,0.06837876815999565,0.49536007814363825,2.0439421823885406,2.432029929598054,3.069786267042227,-6.5549241248097685,4.558085838079621,-4.005448521507241,1.9749431903102928,2.626144456410854,-2.9744382017329705,1.3502927608736737,1.0097524379887273,0.20381327700286028,0.3269469050832389,1.7528784078239354,1.285102916420741,13.342148939744979,1.597886990645451,-1.3433296064531717,5.168969762951367,1.5855427300361888,3.6783936074911634,0.4896368846055708,-2.9045824165731275,-2.8035434263834422,-0.1195248630512919,-2.0790350981918895,-0.6835276453263737,1.288340441580676,-3.356948005443653,2.2635087038538755,-2.5522132944260547,-0.9518954273253286,0.6931667924133577,1.2344813086213373,1.0533464622846545,0.7758895731395941,1.4559269819349103,0.8475522971053567,-0.18624242752106185
10,2758,-0.4458868816015885,-0.06309766244449162,-0.7880280554122562,-0.4948031262257886,0.10003133823815388,0.07844978153018285,-0.437041462113191,-0.47761628589403393,-0.19100222129766975,-6.941049765050664,1.8514837194302083,-6.0330572047713895,3.2792061173057063,-2.046700130897951,2.9652113381826455,-1.5925849296130694,-3.3256855776153404,-3.751376922354865,3.0789984792343135,-2.9201432076492826,4.510350533282496,-2.270239263142271,3.2369410297179675,-4.081658339466915,-0.033444758888772394,-2.0207268748276164,1.7949563695590565,-0.35723896826920537,-1.6780387755446287,-6.693780130290068,-14.421718685443711,5.935049099883418,-6.439763498144699,2.343153220112325,-0.45790676108703837,1.648820676589339,-7.360112332910246,0.5087836428499269,5.501849624656453,-0.46388372217310964,3.7912826946758416,0.2954739562553423,0.9650126167084069,2.508933181795622,0.20127017996916502,1.0450067800763563,-0.6263677527048354,-0.7213933152838913,-1.0499120014629355,-0.7213630501488447,1.4711233759028834,-0.7013921346606143,-1.8631328074333702,-0.3879775281004671
11,2879,-1.7290645255892072,-0.8023606799626879,-1.5714868744616077,0.1065005739055094,0.10742863568691272,-0.01595305113101314,-1.8071310806735874,-1.909752548754564,-1.7267994182384463,15.562214446391788,-0.6117886795850905,0.6195331712301221,2.7312480885532366,-4.497715395912854,-1.0395090352413627,-0.8809275829738296,-12.63299891878994,0.7727888646124143,-0.4099160092273203,-0.12445808025025556,0.29516773995404566,0.7166817703579458,0.5708102181051793,-1.9290206370095175,-2.453298092194807,-0.664301242662398,-1.1503233492653335,0.09625650095758548,-21.4780863955335,-0.5111334476053951,-2.5664398312158445,-0.5707616266731383,-2.8947512215261573,0.38272321875766224,-3.835898914655427,6.3401130125432115,-3.200209598621736,-2.6165227617024387,-1.8343688741740543,-3.4455899451782135,-6.976024327366698,5.833547435596489,0.44485261609788984,-0.3033613193214196,0.1786082181682341,-1.8219504010165166,0.09481054171072109,-1.6693999108374757,0.13183271207519048,-0.3606863264596798,-1.4089721230617498,-0.9219770515127649,-1.0252323775506176,-0.5326478719814719
12,3314,-0.16939033312474205,-0.5137836700139052,-0.8421219877090595,0.30760621607640565,0.19428992193618874,-0.04471215234276975,-0.4515753306386613,-0.4852235895521348,-0.42706902508728845,16.62310989665268,3.8461864149176037,-0.583201099413239,-2.0693607760615236,-2.047650733724271,-0.9841706362101184,0.07058836566922985,-4.855727715521229,-1.9379652305345973,0.26758329799821073,-0.06972085863641768,-0.21923115259383213,1.8304184772585714,-0.0051964863508235275,2.8893811776920715,0.18684937370409285,-0.5380172700029662,-1.1477526412221748,-0.16203278698711607,-5.3355190727962905,-4.94155283333253,3.8470528260254064,0.7107042138176571,3.0153961906627877,-1.6611726879736577,-1.0602953120713934,1.0680937074190278,0.016936792081728894,-2.287628629058527,-2.9123791947059847,-0.9315119261890605,1.253509898156033,0.4682298769830159,2.0689428104406846,0.04465860060417337,0.20127017996916502,-0.8693802573918388,0.9429239264507042,0.9667455437199038,1.2469250118958977,-0.38396329755138264,0.2616357921070702,-0.05162035911582362,-0.6827426232833345,-0.23896709846753494
13,4133,-0.5048579764477571,-0.6666949940106703,-1.9725057694228012,-0.5060769523550204,-0.056654655058332365,0.17464103057896904,-1.1413890655287793,-1.1185929683120779,-1.0643948764269289,18.185744079537802,1.552893848696325,-0.47143415906931035,1.264405523416926,0.12977763409024523,2.349381797497539,-1.5425905290317619,-9.795104810356188,-0.21779118390823948,-0.2995264142309912,-0.02743295466110797,0.09515789529767209,1.4898207019383234,0.4006127574056583,0.33917921922349653,-1.4746206874522163,-0.19115537826029186,-1.3788087650250498,-0.027460580333267984,-16.10365394030876,-6.503181471852363,6.065275068387056,7.999322172931535,2.831448005624406,-2.8820123232966424,-3.524788172546819,-0.17650872060734893,-2.5980715269176025,-4.9748810582993706,-1.7873186892852178,2.210685701510285,-1.6612916956851436,1.7626281934048078,0.8045380984927568,-0.79634805911799,-0.18398317064666048,-2.458189940558589,1.8962502756883401,-1.0625658735820156,0.627298208357531,0.4754232767308614,0.17491474421417555,-0.36743692634387853,-1.027699916308674,-0.09531410457731401
